source,sink,probability
1966548,395648,0
1966548,2319842,1
941622,2295245,0
941622,354904,1
1682206,41907,0
1682206,4762204,1
1486709,1789490,0
1486709,2002454,1
3011411,2862297,0
3011411,354904,1
2774493,2533866,0
2774493,1733655,1
3791494,1236115,0
3791494,1409179,1
863719,4787387,0
863719,33328,1
1448395,949615,0
1448395,3209480,1
939769,3005348,0
939769,4248146,1
3483238,4276847,0
3483238,2039022,1
1941093,3429957,0
1941093,3284566,1
670296,3604639,0
670296,492481,1
227886,2450725,0
227886,1538,1
3959546,2923539,0
3959546,3216427,1
224940,2327447,0
224940,4321895,1
2535203,2429432,0
2535203,436048,1
4067167,3592983,0
4067167,3235553,1
1160303,2413628,0
1160303,2086459,1
1810540,926547,0
1810540,3549674,1
3009387,2318859,0
3009387,4798100,1
1398193,675204,0
1398193,638043,1
2071240,223006,0
2071240,1743265,1
1111716,342210,0
1111716,3497082,1
574509,2007126,0
574509,1613971,1
4091256,333767,0
4091256,1256318,1
1635309,1208330,0
1635309,548269,1
1613971,3483637,0
1613971,1398193,1
4576493,1293091,0
4576493,940665,1
2029671,2845500,0
2029671,501550,1
1756471,3583784,0
1756471,1350122,1
3736196,3244978,0
3736196,1883974,1
1962884,4176959,0
1962884,482093,1
4302148,833652,0
4302148,4729562,1
4427242,2547761,0
4427242,2330537,1
1180599,3108779,0
1180599,1605187,1
875984,2685075,0
875984,4645554,1
2260014,1359817,0
2260014,2293308,1
2197375,3393264,0
2197375,2145960,1
6618,1838229,0
6618,2820730,1
2310626,4401068,0
2310626,3611127,1
1072610,565140,0
1072610,3115867,1
3100041,493652,0
3100041,2793437,1
1406393,2385293,0
1406393,2651795,1
1462670,4233599,0
1462670,2694540,1
3687165,2809878,0
3687165,169674,1
4157321,1735635,0
4157321,1922149,1
1326965,1353262,0
1326965,52158,1
2577006,4121230,0
2577006,2014134,1
4055608,150210,0
4055608,377731,1
4791102,2433971,0
4791102,2329446,1
3992454,4789945,0
3992454,3402731,1
3047556,2296139,0
3047556,164841,1
2804347,557525,0
2804347,1389735,1
4214558,4398651,0
4214558,372278,1
1630220,204874,0
1630220,2154725,1
2488965,4453944,0
2488965,3710077,1
1850292,1019934,0
1850292,3127090,1
1621495,4206912,0
1621495,383065,1
2810122,3133269,0
2810122,343833,1
3088807,229742,0
3088807,953278,1
3322702,1204632,0
3322702,2967536,1
4524886,2554040,0
4524886,3505283,1
2243318,2604396,0
2243318,249692,1
3985070,4120981,0
3985070,368767,1
981576,1905305,0
981576,859669,1
87671,789449,0
87671,2902515,1
4725085,3524500,0
4725085,4215896,1
2705398,1108883,0
2705398,3633473,1
748911,31736,0
748911,169590,1
1588330,3499397,0
1588330,2397947,1
4077365,3185537,0
4077365,3031104,1
2948615,4269723,0
2948615,1069739,1
4526466,1960146,0
4526466,2500921,1
855821,3448611,0
855821,311054,1
3992144,731743,0
3992144,138350,1
3598452,2465839,0
3598452,666148,1
3112835,1613656,0
3112835,2281580,1
2646822,152845,0
2646822,1326428,1
1618616,4083776,0
1618616,2319225,1
3842148,2752794,0
3842148,637811,1
4493578,2385661,0
4493578,1530216,1
3402247,1725272,0
3402247,267263,1
4760111,3185856,0
4760111,4588913,1
2207174,4486134,0
2207174,2210630,1
2281686,4554322,0
2281686,3229170,1
3787429,22213,0
3787429,2392740,1
1293056,2291649,0
1293056,687713,1
2440269,2605855,0
2440269,4359750,1
4475188,3902098,0
4475188,79099,1
672662,4126069,0
672662,2150188,1
3487356,2815366,0
3487356,1493642,1
4062158,4026962,0
4062158,2175770,1
1639434,2227970,0
1639434,4683148,1
755941,2157273,0
755941,4657888,1
2339149,1770036,0
2339149,3538983,1
4630559,1440181,0
4630559,3106126,1
653164,3403739,0
653164,2720185,1
1301651,3098026,0
1301651,2681862,1
1179983,2453336,0
1179983,2299725,1
2744916,3200310,0
2744916,1425141,1
1256649,4602563,0
1256649,2524806,1
1792932,2127850,0
1792932,4425059,1
1040877,3530224,0
1040877,2180769,1
3803727,4567615,0
3803727,663927,1
3462670,2354593,0
3462670,506428,1
344102,1542842,0
344102,3872420,1
3284566,309150,0
3284566,3481133,1
4272102,3909427,0
4272102,3349258,1
1793477,3883365,0
1793477,4431673,1
383377,3091431,0
383377,3151541,1
4624595,4065542,0
4624595,3358480,1
245479,4001282,0
245479,2983204,1
172365,714089,0
172365,898728,1
4370378,4100232,0
4370378,2822369,1
4045746,3355062,0
4045746,4811435,1
4108050,549669,0
4108050,1493088,1
1810508,137476,0
1810508,4652518,1
2870243,2654037,0
2870243,4651182,1
4831402,531919,0
4831402,2793875,1
4474990,1987828,0
4474990,3545625,1
2987928,844238,0
2987928,409937,1
2026955,682012,0
2026955,4485602,1
2065809,1696559,0
2065809,378984,1
3651765,2362733,0
3651765,4756543,1
832820,1934939,0
832820,2941429,1
984091,3797602,0
984091,1099740,1
2176267,2216354,0
2176267,4698411,1
1516101,4597451,0
1516101,2850078,1
1980375,4837484,0
1980375,1236004,1
1221325,964838,0
1221325,2719574,1
829726,808770,0
829726,2006406,1
3976177,1569260,0
3976177,3470287,1
1901245,3913598,0
1901245,462827,1
1941179,1602649,0
1941179,85551,1
248058,2905828,0
248058,2065373,1
402165,3276515,0
402165,1199298,1
882686,1146248,0
882686,4283078,1
3770661,2952771,0
3770661,3772993,1
4059151,3572971,0
4059151,1618952,1
1673225,1082559,0
1673225,4670217,1
3071444,657257,0
3071444,4197224,1
2595454,3752933,0
2595454,518530,1
1051852,3466827,0
1051852,1556337,1
1436174,602454,0
1436174,4770136,1
889330,906018,0
889330,3502867,1
1744681,4283145,0
1744681,806809,1
3860678,1684527,0
3860678,151344,1
1815377,3958274,0
1815377,2188049,1
1776495,3308303,0
1776495,1145722,1
3525229,4212926,0
3525229,2396650,1
733737,1511129,0
733737,3644896,1
4334765,559861,0
4334765,1644941,1
2720278,3747656,0
2720278,1439977,1
496260,4711089,0
496260,2798766,1
835648,2516420,0
835648,1618448,1
2317782,3839907,0
2317782,552562,1
2106678,2899873,0
2106678,3978988,1
580293,2748355,0
580293,1778718,1
4686093,1797815,0
4686093,1916107,1
1887669,638746,0
1887669,2802401,1
4520526,4242900,0
4520526,707869,1
1544489,3838288,0
1544489,716109,1
3900608,2359165,0
3900608,4126109,1
4137854,2505758,0
4137854,4855480,1
3383252,1196152,0
3383252,1293131,1
1899691,4573239,0
1899691,1311737,1
1419515,3267534,0
1419515,321461,1
806809,3942449,0
806809,3630319,1
308865,4645106,0
308865,4313335,1
755739,3571441,0
755739,2275899,1
3897604,369957,0
3897604,4285970,1
4566096,2293989,0
4566096,1450580,1
2306703,2115991,0
2306703,3502407,1
3607942,2193819,0
3607942,946875,1
3459318,3387534,0
3459318,2896906,1
2487623,3366571,0
2487623,1809926,1
4178055,4114496,0
4178055,4696434,1
992662,4145653,0
992662,3932173,1
3508003,1931328,0
3508003,3612051,1
1343126,4122921,0
1343126,2283581,1
2867589,2729029,0
2867589,1976795,1
1201348,1881291,0
1201348,1410631,1
2028710,2100472,0
2028710,2886480,1
4657972,2031813,0
4657972,3629652,1
763435,459152,0
763435,1422014,1
2310913,2542154,0
2310913,3179713,1
399986,1548144,0
399986,380799,1
3659993,1594832,0
3659993,4758605,1
1616189,4280027,0
1616189,574574,1
4359281,1848313,0
4359281,1855227,1
2733969,160126,0
2733969,1465292,1
3155006,4506133,0
3155006,290805,1
4036898,3582374,0
4036898,1062411,1
1275916,761043,0
1275916,1073568,1
2092359,3129256,0
2092359,77230,1
2604284,2138793,0
2604284,884591,1
3858334,548637,0
3858334,1534408,1
3137585,3806174,0
3137585,2722410,1
4594361,2665056,0
4594361,304921,1
697368,370165,0
697368,153377,1
2579366,793969,0
2579366,1213507,1
2835239,257533,0
2835239,44777,1
4320535,2471300,0
4320535,925506,1
51185,1360754,0
51185,1812281,1
2815212,2832927,0
2815212,4297549,1
2285283,3047645,0
2285283,2213475,1
4323262,3283106,0
4323262,633607,1
2347650,4840765,0
2347650,1262739,1
2504741,282382,0
2504741,1440373,1
3949049,4249306,0
3949049,2794517,1
2781817,1868264,0
2781817,1486983,1
4813420,2936093,0
4813420,812378,1
2318737,1390146,0
2318737,230804,1
3007111,1343411,0
3007111,1639964,1
877833,3570129,0
877833,928327,1
324108,4224782,0
324108,3969718,1
4743763,632713,0
4743763,3635153,1
3378452,2541362,0
3378452,2710040,1
2007331,1827079,0
2007331,79167,1
3404938,1155962,0
3404938,646688,1
3514446,4100246,0
3514446,3999929,1
1323965,4178119,0
1323965,1763808,1
3201367,1257211,0
3201367,2087436,1
2324324,2444430,0
2324324,1656833,1
4798192,2120783,0
4798192,2963211,1
483251,2023360,0
483251,1381875,1
3374092,1966469,0
3374092,2592809,1
2494800,4750120,0
2494800,2778785,1
4365751,1120018,0
4365751,3682867,1
1169483,3603080,0
1169483,86502,1
232646,1805264,0
232646,3309566,1
2243304,1091773,0
2243304,4342209,1
2772113,3806324,0
2772113,4248321,1
2189866,3611114,0
2189866,1437206,1
1751669,345735,0
1751669,2173241,1
4590792,1893600,0
4590792,4190626,1
694702,209710,0
694702,4606228,1
2021098,4221611,0
2021098,51185,1
1688818,3108330,0
1688818,254236,1
1285904,4155235,0
1285904,733737,1
493829,2615960,0
493829,3368608,1
55847,4654974,0
55847,4124706,1
1730742,2131522,0
1730742,39757,1
1823121,2260637,0
1823121,1943141,1
3958395,1665546,0
3958395,2238680,1
773663,457887,0
773663,1894694,1
4549998,3949211,0
4549998,3664759,1
2458460,3683802,0
2458460,4096302,1
3062155,2428991,0
3062155,1298945,1
3209061,2887457,0
3209061,3372109,1
2590389,1284094,0
2590389,2896906,1
4007838,4518415,0
4007838,4189125,1
1943141,55240,0
1943141,806809,1
1533314,4724832,0
1533314,2874564,1
3405115,2777666,0
3405115,2757459,1
671738,3131852,0
671738,1281193,1
3250505,167089,0
3250505,1060294,1
2573848,4190777,0
2573848,1180218,1
3428732,3682840,0
3428732,11634,1
3896176,3220675,0
3896176,855111,1
531474,2434398,0
531474,3941858,1
1698037,108178,0
1698037,402837,1
3448990,4496458,0
3448990,3941435,1
4621637,331318,0
4621637,2286018,1
1893952,1330780,0
1893952,295124,1
2592149,3404796,0
2592149,3171888,1
2088911,965603,0
2088911,802353,1
1479308,4191557,0
1479308,2234209,1
2984073,2863333,0
2984073,1056584,1
233631,3948878,0
233631,2696127,1
4325080,4432365,0
4325080,4069156,1
2799101,441791,0
2799101,4082100,1
4264108,2062268,0
4264108,1443991,1
2111067,882274,0
2111067,4470391,1
3920972,4608555,0
3920972,1114365,1
3689961,2103526,0
3689961,3212002,1
3117421,2326804,0
3117421,4718385,1
2513351,1217009,0
2513351,4345005,1
3356690,4048166,0
3356690,1322126,1
180610,3971299,0
180610,560910,1
2333092,4256793,0
2333092,177158,1
1038389,1700474,0
1038389,2163032,1
3327021,4781826,0
3327021,3920972,1
1062971,539732,0
1062971,2333092,1
4635332,3295057,0
4635332,2360690,1
4701417,4322565,0
4701417,3586500,1
3086957,4412428,0
3086957,452638,1
132244,2368889,0
132244,3133671,1
2336530,2411290,0
2336530,4201233,1
963632,1598824,0
963632,1341178,1
1055870,4492186,0
1055870,1541786,1
2881425,739701,0
2881425,2317099,1
2371781,4394533,0
2371781,4215646,1
1906365,1065193,0
1906365,3211574,1
3220954,383458,0
3220954,2269534,1
3846758,2909000,0
3846758,1190435,1
3590546,2779986,0
3590546,506428,1
3141462,4259931,0
3141462,1773889,1
1406285,215526,0
1406285,4193530,1
19124,3038357,0
19124,1756775,1
2988258,2154974,0
2988258,2718230,1
177,1675403,0
177,512551,1
2183119,2299272,0
2183119,2465259,1
1504537,3032223,0
1504537,3704614,1
2694463,4669662,0
2694463,3428732,1
1854367,84950,0
1854367,301141,1
2945264,349465,0
2945264,2584269,1
847110,1620760,0
847110,1254655,1
921529,2957557,0
921529,2716505,1
3750863,2494336,0
3750863,3812415,1
587376,3022710,0
587376,433236,1
4138155,1926709,0
4138155,2948092,1
2570916,3252211,0
2570916,273451,1
371432,4257882,0
371432,4029635,1
1109797,4025033,0
1109797,3901827,1
230804,761519,0
230804,1107665,1
485215,3235997,0
485215,1983399,1
665164,845234,0
665164,1853782,1
487772,2403770,0
487772,638043,1
2227051,917165,0
2227051,641925,1
2614169,987668,0
2614169,670934,1
1644941,4301653,0
1644941,1927211,1
2831341,2240081,0
2831341,4208653,1
4223275,2375704,0
4223275,1064989,1
410659,4242709,0
410659,635435,1
1256733,797617,0
1256733,2820150,1
4042993,911709,0
4042993,4492816,1
256934,4324342,0
256934,2425174,1
4003068,163590,0
4003068,3146433,1
68077,680491,0
68077,4661812,1
957197,4809941,0
957197,3820567,1
1834513,2941043,0
1834513,2462198,1
4468670,4052637,0
4468670,412904,1
2612638,2576922,0
2612638,426466,1
3578770,1743799,0
3578770,689077,1
3760120,2284941,0
3760120,2108614,1
3887086,2722804,0
3887086,1532724,1
1156871,2405967,0
1156871,2765056,1
2334558,1666397,0
2334558,3428732,1
1481469,369708,0
1481469,3578104,1
2394672,1406394,0
2394672,1751669,1
2801896,1377344,0
2801896,1688818,1
4579606,3456594,0
4579606,55847,1
1271253,1111720,0
1271253,2390243,1
4251197,4600325,0
4251197,84239,1
2630944,4039099,0
2630944,2140083,1
1412416,2518412,0
1412416,762948,1
526558,2273912,0
526558,4178851,1
4660753,3795609,0
4660753,2018207,1
4697307,3353155,0
4697307,1358327,1
215813,2260485,0
215813,927130,1
3043117,4706468,0
3043117,2610477,1
2842108,3758943,0
2842108,4461773,1
4215443,3022770,0
4215443,3510166,1
4061933,989854,0
4061933,342445,1
1996648,1496783,0
1996648,2905283,1
3555447,852400,0
3555447,3719023,1
1910640,785835,0
1910640,3211159,1
4155770,3859009,0
4155770,1973460,1
330808,313867,0
330808,4582129,1
2353951,241213,0
2353951,3011411,1
136497,3583213,0
136497,3404938,1
4538426,4659986,0
4538426,3633019,1
4516410,2463176,0
4516410,1179673,1
3815269,1816663,0
3815269,2499458,1
4074464,174106,0
4074464,1751669,1
4671379,2328624,0
4671379,4232987,1
207672,3697764,0
207672,4825445,1
1333761,933283,0
1333761,1258518,1
1889606,402190,0
1889606,232646,1
3334230,2698691,0
3334230,4315688,1
3423256,1698964,0
3423256,1510723,1
2227069,126461,0
2227069,2467563,1
2686897,2366446,0
2686897,1199298,1
1618448,724930,0
1618448,1056738,1
3981914,3095806,0
3981914,26609,1
4853234,1489791,0
4853234,4634045,1
2933830,2261509,0
2933830,292547,1
4240229,2728372,0
4240229,3602284,1
2202216,328224,0
2202216,2610014,1
2191216,4223567,0
2191216,3768139,1
820590,2710515,0
820590,3856897,1
807139,2799454,0
807139,2299725,1
3050070,1316727,0
3050070,2636278,1
3532454,3629657,0
3532454,1462592,1
2286352,2334208,0
2286352,2536190,1
1381779,677345,0
1381779,1867042,1
775837,3459650,0
775837,2266273,1
3559385,354226,0
3559385,1753678,1
3778198,807142,0
3778198,738156,1
1952270,158438,0
1952270,2164338,1
704312,4300540,0
704312,3365538,1
1440373,2294427,0
1440373,3836825,1
129567,4210240,0
129567,774122,1
3755611,4733424,0
3755611,2989624,1
2238680,1188354,0
2238680,2286352,1
4360442,4319379,0
4360442,371206,1
386502,3797467,0
386502,4483067,1
1179474,45088,0
1179474,930121,1
4755524,4695095,0
4755524,3723350,1
970752,2605891,0
970752,4138155,1
3768139,3830273,0
3768139,3647860,1
2401907,1792696,0
2401907,4185195,1
2791231,4265191,0
2791231,4334841,1
3270646,374303,0
3270646,1355093,1
376293,3105797,0
376293,2142205,1
153445,267233,0
153445,3416191,1
2018444,828394,0
2018444,3947015,1
1219306,141502,0
1219306,2827761,1
2119514,2115432,0
2119514,4631686,1
3268695,1029766,0
3268695,3902791,1
1787075,2250367,0
1787075,946209,1
1063241,2732873,0
1063241,926823,1
3675668,4015467,0
3675668,4109624,1
1787830,4793940,0
1787830,1834230,1
1281429,4430482,0
1281429,1893952,1
2498662,2207425,0
2498662,2605653,1
3294496,4692336,0
3294496,4269612,1
28663,2454333,0
28663,3246724,1
4621697,193377,0
4621697,3037219,1
4315713,4241335,0
4315713,802353,1
189368,1518813,0
189368,3267708,1
2773460,2017160,0
2773460,2323175,1
2003003,4034811,0
2003003,3293179,1
2528239,330171,0
2528239,4645113,1
184266,4792690,0
184266,3477541,1
842615,3964538,0
842615,697973,1
3958716,3929688,0
3958716,2065809,1
1201114,2295503,0
1201114,806465,1
4606524,2803693,0
4606524,1906433,1
4144305,3438381,0
4144305,1747884,1
2417353,3664860,0
2417353,1514630,1
1467764,18392,0
1467764,4072404,1
1525873,336155,0
1525873,919016,1
3877636,3169649,0
3877636,2092359,1
2709652,3083631,0
2709652,1960872,1
600498,4663583,0
600498,763688,1
1923198,4205684,0
1923198,2218570,1
3497650,1899971,0
3497650,4837499,1
3964867,224567,0
3964867,3857537,1
791708,1458224,0
791708,1604158,1
4276718,4226683,0
4276718,299865,1
495470,1584746,0
495470,2064753,1
2553142,2604700,0
2553142,4817062,1
2027108,3190277,0
2027108,1482784,1
2348093,3759342,0
2348093,27860,1
1541786,3786426,0
1541786,1496080,1
36074,2406738,0
36074,1035089,1
2506250,1611476,0
2506250,907382,1
2179466,2841358,0
2179466,2996703,1
1799561,2483394,0
1799561,2896906,1
3824547,4319457,0
3824547,3072841,1
4350242,2254234,0
4350242,3767456,1
1952321,69741,0
1952321,1155796,1
3379164,2877511,0
3379164,2516661,1
3863366,1320984,0
3863366,2484181,1
669455,530557,0
669455,4472935,1
1253152,2900488,0
1253152,2313924,1
3917194,138252,0
3917194,480196,1
915689,4022200,0
915689,474250,1
3041101,2489385,0
3041101,4388421,1
1673877,2121362,0
1673877,4473143,1
3383249,4809468,0
3383249,1361760,1
3126128,4452467,0
3126128,3570299,1
1813118,3459748,0
1813118,2729894,1
201249,4790715,0
201249,4067801,1
3855002,287207,0
3855002,2859899,1
2225409,4407106,0
2225409,4011873,1
2753268,3821318,0
2753268,2647842,1
4244652,1481159,0
4244652,2998026,1
4365938,4181692,0
4365938,3701669,1
726221,386099,0
726221,2621669,1
3193894,2427570,0
3193894,2607604,1
346869,495477,0
346869,161677,1
2829410,1879452,0
2829410,2054997,1
297308,4584791,0
297308,117488,1
1205945,2235772,0
1205945,4103612,1
3295146,564694,0
3295146,4229701,1
2705481,4570884,0
2705481,2655863,1
1557983,3553152,0
1557983,3979529,1
2198862,3761464,0
2198862,791613,1
4596817,4844365,0
4596817,2191744,1
4683199,3645472,0
4683199,2243948,1
102876,2941211,0
102876,1650875,1
3644906,4582899,0
3644906,2890758,1
1915422,425176,0
1915422,3586002,1
211032,569970,0
211032,4379354,1
3638272,1634831,0
3638272,3687685,1
222226,1265916,0
222226,4454764,1
1875,3868745,0
1875,3737913,1
4175568,63121,0
4175568,3514410,1
1740771,3546288,0
1740771,730301,1
3793818,3492429,0
3793818,883347,1
3034760,3281717,0
3034760,895854,1
1124406,3869821,0
1124406,2371781,1
1657654,4087201,0
1657654,375627,1
3618622,4249420,0
3618622,2612638,1
2898368,398118,0
2898368,2027108,1
2096868,1764122,0
2096868,1793101,1
1933514,3697744,0
1933514,1171914,1
1287372,4371748,0
1287372,1068032,1
2138728,3765976,0
2138728,4068600,1
1688388,4093170,0
1688388,17824,1
1004913,1700674,0
1004913,3580271,1
1136002,3274157,0
1136002,513653,1
2102302,4590573,0
2102302,2608595,1
1761151,2572187,0
1761151,836789,1
2379142,3435573,0
2379142,1356415,1
1895439,2041635,0
1895439,4798100,1
2929722,1116594,0
2929722,3494785,1
3948037,3652824,0
3948037,4177329,1
2209323,1523757,0
2209323,1578888,1
3215439,3039785,0
3215439,4269143,1
1936447,4098526,0
1936447,4119410,1
2156404,1883618,0
2156404,932096,1
1260168,4452754,0
1260168,2393075,1
1457971,2056433,0
1457971,2595769,1
2416116,2385822,0
2416116,3733359,1
4404122,3210551,0
4404122,3170513,1
125423,1552684,0
125423,4013457,1
2713411,1145389,0
2713411,970451,1
522196,2290517,0
522196,1938977,1
509714,4633626,0
509714,2215408,1
4113414,3546446,0
4113414,2735590,1
327793,1480188,0
327793,60922,1
3045349,167501,0
3045349,765089,1
1863926,1503397,0
1863926,289918,1
4455511,1026128,0
4455511,705039,1
1897340,3656618,0
1897340,2000752,1
966766,3301335,0
966766,165221,1
4465133,2625430,0
4465133,532603,1
253393,2871336,0
253393,3167712,1
4742996,2080822,0
4742996,3723361,1
3353651,1683691,0
3353651,992104,1
4484369,3922730,0
4484369,883836,1
3579953,2645579,0
3579953,1633782,1
389487,3908185,0
389487,4533523,1
2039022,3621577,0
2039022,3132939,1
2464305,4828899,0
2464305,152291,1
878715,4083110,0
878715,1046985,1
1789499,369063,0
1789499,2348703,1
4658764,2717672,0
4658764,3298300,1
848669,4540922,0
848669,2212917,1
4158743,1550978,0
4158743,46191,1
4699546,1284393,0
4699546,1124406,1
3725925,2502958,0
3725925,1852094,1
2041217,1983391,0
2041217,333573,1
4198409,1231309,0
4198409,1030007,1
3227850,2244766,0
3227850,1063358,1
206918,2471354,0
206918,2543113,1
2716505,1438548,0
2716505,3154490,1
258220,3466185,0
258220,315579,1
1721251,2442143,0
1721251,1266779,1
